,Time (d),NH4_meas_GA (gN/m3),NH4_pred_GA (gN/m3)
0,487.30208330000005,0.656400324,0.46269208
1,487.375,0.611490514,0.45517576
2,487.4479167,0.568142072,0.55761397
3,487.52083330000005,0.537544069,0.61770296
4,487.59375,0.532218299,0.613738
5,487.6666667,0.556232961,0.6144764
6,487.73958330000005,0.590834052,0.6085231
7,487.8125,0.619317228,0.6256225
8,487.8854167,0.6390789060000001,0.6299681
9,487.95833330000005,0.658989878,0.6166689
10,488.03125,0.693950958,0.5881955
11,488.1041667,0.7519121040000001,0.5689299
12,488.17708330000005,0.81065769,0.53715956
13,488.25,0.850572515,0.5140346
14,488.3229167,0.873196603,0.505135
15,488.39583330000005,0.8535824519999999,0.5045175
16,488.46875,0.800680084,0.5476807
17,488.5416667,0.77891835,0.5661061
18,488.61458330000005,0.83704994,0.5855029
19,488.6875,0.9290347159999999,0.6101872
20,488.7604167,1.001543069,0.6163137
21,488.83333330000005,1.005297322,0.62021965
22,488.90625,0.994504518,0.7033479
23,488.9791667,1.075065778,0.7855762
24,489.05208330000005,1.163839604,0.8194064
25,489.125,1.150828122,0.91210353
26,489.1979167,1.063101123,0.9427041
27,489.27083330000005,0.9311891200000001,0.9587039
28,489.34375,0.782208859,0.8955195
29,489.4166667,0.647992548,0.76700234
30,489.48958330000005,0.5601993120000001,0.6533365
31,489.5625,0.5401113329999999,0.67168987
32,489.6354167,0.561595164,0.67391306
33,489.70833330000005,0.579434895,0.6638737
34,489.78125,0.578343696,0.6215415
35,489.8541667,0.5592644379999999,0.58557075
36,489.92708330000005,0.542539227,0.57690877
37,490.0,0.538422744,0.56500584
38,490.0729167,0.534659334,0.54864764
39,490.14583330000005,0.526208993,0.536633
40,490.21875,0.514884906,0.52459854
41,490.2916667,0.505049899,0.5164775
42,490.36458330000005,0.4960119150000001,0.5122737
43,490.4375,0.48652883900000005,0.552888
44,490.5104167,0.4789374870000001,0.6042476
45,490.58333330000005,0.47826788100000006,0.61663365
46,490.65625,0.486458992,0.6279565
47,490.7291667,0.499264271,0.63233274
48,490.80208330000005,0.512462465,0.64752096
49,490.875,0.524606178,0.66366315
50,490.9479167,0.534049338,0.66366774
51,491.02083330000005,0.544807755,0.6717251
52,491.09375,0.557543538,0.67395043
53,491.1666667,0.569417869,0.6734108
54,491.23958330000005,0.578724249,0.66942036
55,491.3125,0.585769529,0.6670318
56,491.3854167,0.590384227,0.66707844
57,491.45833330000005,0.592220314,0.6905649
58,491.53125,0.591074411,0.6976001
59,491.6041667,0.592493586,0.6946484
60,491.67708330000005,0.60340442,0.692052
61,491.75,0.623495651,0.68900156
62,491.8229167,0.647993731,0.68999493
63,491.89583330000005,0.6746821940000001,0.6909587
64,491.96875,0.710219066,0.68920463
65,492.0416667,0.763868112,0.68960524
66,492.11458330000005,0.825375371,0.6842528
67,492.1875,0.8769473249999999,0.67834085
68,492.2604167,0.919520543,0.6739493
69,492.33333330000005,0.940707182,0.6725889
70,492.40625,0.930935178,0.674301
71,492.4791667,0.900634701,0.6783109
72,492.55208330000005,0.890532716,0.6845192
73,492.625,0.948323068,0.70224005
74,492.6979167,1.066560796,0.7232206
75,492.77083330000005,1.19805742,0.74175024
76,492.84375,1.288185864,0.7600618
77,492.9166667,1.389046109,0.86871046
78,492.98958330000005,1.6846378119999998,1.0289966
79,493.0625,2.136216735,1.3312908
80,493.1354167,2.593908109,1.6557771
81,493.20833330000005,2.909459095,1.9125367
82,493.28125,2.9383878819999993,2.2197516
83,493.3541667,2.711756498,2.38601
84,493.42708330000005,2.3119372969999996,2.32262
85,493.5,1.9982788940000002,2.0803547
86,493.5729167,2.043774507,2.4260473
87,493.64583330000005,2.300505141,2.7508905
88,493.71875,2.5262749689999997,3.091033
89,493.7916667,2.694402774,3.3353353
90,493.86458330000005,2.8320113719999997,3.250544
91,493.9375,3.021958263,3.5525472
92,494.0104167,3.3751268199999997,3.8064556
93,494.08333330000005,3.711529314,4.1993804
94,494.15625,3.9159447810000003,4.427287
95,494.2291667,3.887875604,4.4784603
96,494.30208330000005,3.5782127729999997,4.1898956
97,494.375,2.966322685,3.699502
98,494.4479167,2.1931087929999995,2.5421422
99,494.52083330000005,1.611610285,1.889413
100,494.59375,1.398214455,1.6055114
101,494.6666667,1.302811798,1.3592476
102,494.73958330000005,1.162406558,1.150878
103,494.8125,0.97440885,0.8351175
104,494.8854167,0.795451571,0.718301
105,494.95833330000005,0.71317327,0.64293873
106,495.03125,0.6805461140000001,0.58447075
107,495.1041667,0.644183454,0.5270849
108,495.17708330000005,0.600701148,0.49760026
109,495.25,0.5691823579999999,0.47055367
110,495.3229167,0.551039316,0.45605913
111,495.39583330000005,0.5376221170000001,0.46675858
112,495.46875,0.526131155,0.55972576
113,495.5416667,0.519955963,0.58385885
114,495.61458330000005,0.525108392,0.5917145
115,495.6875,0.53747305,0.5893965
116,495.7604167,0.552177846,0.5998974
117,495.83333330000005,0.564395038,0.6180412
118,495.90625,0.571668815,0.6187132
119,495.9791667,0.579389878,0.626135
120,496.05208330000005,0.58961458,0.63434213
121,496.125,0.597513172,0.6305072
122,496.1979167,0.602444587,0.6289563
123,496.27083330000005,0.60450444,0.61489815
124,496.34375,0.604104078,0.6102334
125,496.4166667,0.602040271,0.6174744
126,496.48958330000005,0.597194875,0.65390503
127,496.5625,0.5919769420000001,0.6507297
128,496.6354167,0.592725397,0.65078336
129,496.70833330000005,0.599526577,0.64864665
130,496.78125,0.607407433,0.6498528
131,496.8541667,0.6134706,0.65624785
132,496.92708330000005,0.6169192720000001,0.6535537
133,497.0,0.621282499,0.6502877
134,497.0729167,0.62802412,0.6482367
135,497.14583330000005,0.6349132279999999,0.6449039
136,497.21875,0.638773054,0.64120907
137,497.2916667,0.6378602560000001,0.634827
138,497.36458330000005,0.631929434,0.6260618
139,497.4375,0.622707094,0.6397081
140,497.5104167,0.6124130489999999,0.6581255
141,497.58333330000005,0.606031283,0.6554588
142,497.65625,0.610361166,0.65286547
143,497.7291667,0.624063929,0.6518744
144,497.80208330000005,0.6399591960000001,0.65344703
145,497.875,0.653868,0.65875494
146,497.9479167,0.665596951,0.6617687
147,498.02083330000005,0.67858975,0.66424155
148,498.09375,0.690722464,0.6628625
149,498.1666667,0.699833936,0.6635726
150,498.23958330000005,0.707100055,0.6631464
151,498.3125,0.708590728,0.6620322
152,498.3854167,0.699268048,0.65946627
153,498.45833330000005,0.6804448740000001,0.66526306
154,498.53125,0.659212467,0.6711631
155,498.6041667,0.649210034,0.6702758
156,498.67708330000005,0.657350043,0.6702015
157,498.75,0.675334688,0.6693041
158,498.8229167,0.691096335,0.6697237
159,498.89583330000005,0.702631288,0.67182165
160,498.96875,0.715637628,0.6736477
161,499.0416667,0.738205005,0.6750182
162,499.11458330000005,0.7661007940000001,0.6758279
163,499.1875,0.782488225,0.6809428
164,499.2604167,0.788160317,0.68491644
165,499.33333330000005,0.7837208459999998,0.68529254
166,499.40625,0.762807476,0.67980105
167,499.4791667,0.727508053,0.67033225
168,499.55208330000005,0.69874504,0.6730143
169,499.625,0.698416395,0.67641264
170,499.6979167,0.7228813709999999,0.6788839
171,499.77083330000005,0.74603341,0.6804252
172,499.84375,0.752950363,0.68142176
173,499.9166667,0.7494321989999999,0.6837278
174,499.98958330000005,0.7544270349999999,0.68738586
175,500.0625,0.778819866,0.68816656
176,500.1354167,0.8106378950000002,0.6884355
177,500.20833330000005,0.821086673,0.6905643
178,500.28125,0.80364351,0.6927955
179,500.3541667,0.771646505,0.6947663
180,500.42708330000005,0.733869351,0.68329567
181,500.5,0.6972125459999999,0.68161744
182,500.5729167,0.6727838140000001,0.68295866
183,500.64583330000005,0.669038007,0.68484014
184,500.71875,0.679790412,0.68740803
185,500.7916667,0.6940379329999999,0.6887645
186,500.86458330000005,0.707549668,0.69039255
187,500.9375,0.7289344509999999,0.69951844
188,501.0104167,0.7727193740000001,0.70133656
189,501.08333330000005,0.8252467609999999,0.7089545
190,501.15625,0.8571000549999999,0.7153846
191,501.2291667,0.8586777899999999,0.7269766
192,501.30208330000005,0.8333411079999999,0.7378483
193,501.375,0.789877918,0.7497315
194,501.4479167,0.7390265589999999,0.70594656
195,501.52083330000005,0.700902899,0.6867958
196,501.59375,0.692498135,0.7011223
197,501.6666667,0.7108867590000001,0.7206208
198,501.73958330000005,0.7385117740000001,0.7362209
199,501.8125,0.76097547,0.72069925
200,501.8854167,0.7689322670000001,0.72039926
201,501.95833330000005,0.776450208,0.727818
202,502.03125,0.7956822370000002,0.72627336
203,502.1041667,0.809708337,0.7414048
204,502.17708330000005,0.805306601,0.7752887
205,502.25,0.7888845,0.7988322
206,502.3229167,0.7638382029999999,0.82702327
207,502.39583330000005,0.7278238130000001,0.8152574
208,502.46875,0.686196459,0.71373016
209,502.5416667,0.6567184389999999,0.7007758
210,502.61458330000005,0.652787217,0.7384034
211,502.6875,0.668152477,0.75917447
212,502.7604167,0.6886009740000001,0.7303123
213,502.83333330000005,0.691253692,0.68801886
214,502.90625,0.672402169,0.68986005
215,502.9791667,0.654758968,0.68569
216,503.05208330000005,0.64863419,0.68615544
217,503.125,0.645185154,0.68736875
218,503.1979167,0.6393522770000001,0.6803801
219,503.27083330000005,0.628341597,0.67428035
220,503.34375,0.612536792,0.6644601
221,503.4166667,0.594000111,0.65218544
222,503.48958330000005,0.574776665,0.6547158
223,503.5625,0.559005297,0.656502
224,503.6354167,0.551327122,0.65842307
225,503.70833330000005,0.5511593570000001,0.65891254
226,503.78125,0.554000307,0.6591315
227,503.8541667,0.556897824,0.66405165
228,503.92708330000005,0.558857857,0.66665196
229,504.0,0.560275191,0.666335
230,504.0729167,0.56415992,0.6679813
231,504.14583330000005,0.571890352,0.66844165
232,504.21875,0.578759557,0.6677839
233,504.2916667,0.5797638279999999,0.669268
234,504.36458330000005,0.576667549,0.6686652
235,504.4375,0.5714258560000001,0.6651116
236,504.5104167,0.56377684,0.6744744
237,504.58333330000005,0.5587069920000001,0.6755298
238,504.65625,0.564219609,0.67645633
239,504.7291667,0.5807477879999999,0.6790115
240,504.80208330000005,0.6004672289999999,0.6793522
241,504.875,0.616258381,0.6806467
242,504.9479167,0.633028399,0.6857524
243,505.02083330000005,0.664267299,0.6971309
244,505.09375,0.7153219679999999,0.7210535
245,505.1666667,0.7742990790000001,0.73231304
246,505.23958330000005,0.812917415,0.7418227
247,505.3125,0.8062152190000001,0.7512743
248,505.3854167,0.7617892209999999,0.8003765
249,505.45833330000005,0.710797419,0.6985446
250,505.53125,0.677208178,0.69208556
251,505.6041667,0.677482886,0.73032606
252,505.67708330000005,0.7230421409999999,0.73354757
253,505.75,0.772559326,0.7483579
254,505.8229167,0.794584601,0.7145884
255,505.89583330000005,0.7911150859999999,0.70542985
256,505.96875,0.7819159869999999,0.69710195
257,506.0416667,0.7751694880000001,0.7004997
258,506.11458330000005,0.764198105,0.71663874
259,506.1875,0.751725358,0.72776604
260,506.2604167,0.736241521,0.7478822
261,506.33333330000005,0.713823578,0.7464993
262,506.40625,0.6848888340000001,0.7209076
263,506.4791667,0.652020507,0.66777736
264,506.55208330000005,0.622805965,0.6693655
265,506.625,0.605174625,0.67224574
266,506.6979167,0.601083565,0.67549914
267,506.77083330000005,0.605264751,0.67841935
268,506.84375,0.610814057,0.6798118
269,506.9166667,0.617566399,0.68126136
270,506.98958330000005,0.631887851,0.68315065
271,507.0625,0.65476698,0.68493265
272,507.1354167,0.6796533,0.6926287
273,507.20833330000005,0.7016273279999999,0.69981694
274,507.28125,0.718916587,0.6999639
275,507.3541667,0.721609435,0.6992188
276,507.42708330000005,0.7046187509999999,0.687694
277,507.5,0.677794793,0.6809994
278,507.5729167,0.6554732560000001,0.68282664
279,507.64583330000005,0.645319529,0.6846162
280,507.71875,0.647300242,0.68502724
281,507.7916667,0.656773866,0.68538624
282,507.86458330000005,0.670019551,0.68380123
283,507.9375,0.68643481,0.68543977
284,508.0104167,0.705243822,0.68632936
285,508.08333330000005,0.721142005,0.6863477
286,508.15625,0.728321275,0.6878144
287,508.2291667,0.72656784,0.6902397
288,508.30208330000005,0.718331533,0.6916385
289,508.375,0.7042596440000001,0.6932519
290,508.4479167,0.684922487,0.6807114
291,508.52083330000005,0.663440082,0.68474126
292,508.59375,0.647436866,0.68395805
293,508.6666667,0.645864965,0.68491477
294,508.73958330000005,0.658625583,0.68602085
295,508.8125,0.676374757,0.6845968
296,508.8854167,0.689569671,0.68495506
297,508.95833330000005,0.696976723,0.6876398
298,509.03125,0.7094529270000001,0.688523
299,509.1041667,0.7328963359999998,0.6907695
300,509.17708330000005,0.7535519669999999,0.699303
301,509.25,0.761214188,0.7146532
302,509.3229167,0.7614266820000001,0.7206522
303,509.39583330000005,0.7537431880000001,0.7125814
304,509.46875,0.731270007,0.68332666
305,509.5416667,0.702890928,0.6830795
306,509.61458330000005,0.692082073,0.693161
307,509.6875,0.7031849,0.69623876
308,509.7604167,0.7190884390000002,0.7030623
309,509.83333330000005,0.724969888,0.6902709
310,509.90625,0.719326465,0.6929334
311,509.9791667,0.7116473459999999,0.6995759
312,510.05208330000005,0.7130793240000001,0.7051725
313,510.125,0.71837736,0.71201193
314,510.1979167,0.719289201,0.7116282
315,510.27083330000005,0.710090296,0.71088886
316,510.34375,0.6899413609999999,0.7136483
317,510.4166667,0.663247296,0.7028201
318,510.48958330000005,0.636388972,0.6760976
319,510.5625,0.614521749,0.67862576
320,510.6354167,0.600084802,0.6805167
321,510.70833330000005,0.592681583,0.68342036
322,510.78125,0.590090228,0.6896788
323,510.8541667,0.591007096,0.6860372
324,510.92708330000005,0.595307787,0.6957492
325,511.0,0.603413345,0.70353407
326,511.0729167,0.6180190529999999,0.699757
327,511.14583330000005,0.630506615,0.70731497
328,511.21875,0.63322086,0.71619695
329,511.2916667,0.627699976,0.7253056
330,511.36458330000005,0.616776629,0.73959374
331,511.4375,0.601932939,0.6983353
332,511.5104167,0.586491434,0.6806529
333,511.58333330000005,0.579612576,0.69168204
334,511.65625,0.590643781,0.70451
335,511.7291667,0.614589387,0.71459484
336,511.80208330000005,0.638247722,0.71496457
337,511.875,0.657014425,0.69980335
338,511.9479167,0.672386115,0.70647395
339,512.0208333,0.691835302,0.7036615
340,512.09375,0.70904355,0.70276284
341,512.1666667,0.712705279,0.70987505
342,512.2395833,0.70103784,0.7536404
343,512.3125,0.6867153290000001,0.7705737
344,512.3854167,0.676043628,0.7686164
345,512.4583333,0.6604447960000001,0.6914287
346,512.53125,0.641164792,0.68040335
347,512.6041667,0.631448675,0.6850766
348,512.6770833,0.635710779,0.6895027
349,512.75,0.647667488,0.6930854
350,512.8229167,0.658653735,0.68217987
351,512.8958333,0.663834843,0.6807066
352,512.96875,0.662022999,0.687876
353,513.0416667,0.669569722,0.6953788
354,513.1145833,0.701094487,0.70213354
355,513.1875,0.734087675,0.7106333
356,513.2604167,0.7492512579999999,0.71591353
357,513.3333333,0.743085702,0.71561694
358,513.40625,0.71741959,0.7166146
359,513.4791667,0.682744859,0.68207335
360,513.5520833,0.660345337,0.68266326
361,513.625,0.660792158,0.68676114
362,513.6979167,0.6746301840000001,0.69262755
363,513.7708333,0.69015111,0.69307524
364,513.84375,0.703474829,0.68836033
365,513.9166667,0.711538427,0.68988645
366,513.9895833,0.7209414609999999,0.6913605
367,514.0625,0.7348835979999999,0.69524163
368,514.1354167,0.7509222729999999,0.6982543
369,514.2083333,0.762615559,0.7003825
370,514.28125,0.7604679169999999,0.7016835
371,514.3541667,0.7419521529999998,0.70160395
372,514.4270833,0.709939401,0.6972661
373,514.5,0.675835447,0.68897915
374,514.5729167,0.657767309,0.6924369
375,514.6458333,0.6652948710000001,0.6947012
376,514.71875,0.6893237179999999,0.70075953
377,514.7916667,0.7118812090000001,0.6992588
378,514.8645833,0.725710925,0.69399476
379,514.9375,0.7301964790000001,0.69770527
380,515.0104167,0.7385122690000001,0.6995201
381,515.0833333,0.757113803,0.70373565
382,515.15625,0.7758198070000001,0.7140108
383,515.2291667,0.78630946,0.7274934
384,515.3020833,0.783141247,0.76008606
385,515.375,0.7678223660000001,0.76729316
386,515.4479167,0.742203987,0.71156985
387,515.5208333,0.7141475559999999,0.69582
388,515.59375,0.7075521109999999,0.7074794
389,515.6666667,0.7289985629999999,0.7147399
390,515.7395833,0.75330471,0.7359665
391,515.8125,0.76638962,0.73947936
392,515.8854167,0.7759243329999999,0.7266984
393,515.9583333,0.792896081,0.7433127
394,516.03125,0.819376153,0.73733294
395,516.1041667,0.8413601019999999,0.7308581
396,516.1770833,0.837201402,0.7375158
397,516.25,0.806071264,0.75665456
398,516.3229167,0.7646802410000001,0.76704156
399,516.3958333,0.722353436,0.75879806
400,516.46875,0.6834882459999999,0.6842445
401,516.5416667,0.654251755,0.6736002
402,516.6145833,0.638990793,0.6749302
403,516.6875,0.6337310589999999,0.6737924
404,516.7604167,0.630707667,0.6774463
405,516.8333333,0.626142871,0.67262614
406,516.90625,0.622346406,0.6735455
407,516.9791667,0.620008173,0.67532456
408,517.0520833,0.618899118,0.6783618
409,517.125,0.619194152,0.68213606
410,517.1979167,0.620989673,0.6859629
411,517.2708333,0.622203006,0.6870914
412,517.34375,0.620593344,0.68665075
413,517.4166667,0.614646184,0.6829153
414,517.4895833,0.604126696,0.6821699
415,517.5625,0.592483485,0.6832614
416,517.6354167,0.585964664,0.68392855
417,517.7083333,0.5870296110000001,0.6859206
418,517.78125,0.5926547679999999,0.68650186
419,517.8541667,0.5986900820000001,0.6863211
420,517.9270833,0.6023319220000001,0.6878489
421,518.0,0.6058348689999999,0.6885925
422,518.0729167,0.612440007,0.6928629
423,518.1458333,0.620734134,0.69867784
424,518.21875,0.629081574,0.7138718
425,518.2916667,0.6348079520000001,0.72535545
426,518.3645833,0.636017773,0.7447753
427,518.4375,0.628932696,0.72201425
428,518.5104167,0.619184897,0.69682795
429,518.5833333,0.623662511,0.7049782
430,518.65625,0.64824917,0.7134577
431,518.7291667,0.6749213190000001,0.72893846
432,518.8020833,0.694566383,0.72022873
433,518.875,0.705338809,0.70967734
434,518.9479167,0.714160731,0.72024655
435,519.0208333,0.736557921,0.72214186
436,519.09375,0.7645041730000001,0.7497863
437,519.1666667,0.787471024,0.7575505
438,519.2395833,0.796452363,0.7607026
439,519.3125,0.7790871949999999,0.773983
440,519.3854167,0.7389391270000001,0.7798443
441,519.4583333,0.6904428029999999,0.7020304
442,519.53125,0.653590356,0.6982213
443,519.6041667,0.646303795,0.70582217
444,519.6770833,0.664667686,0.71684813
445,519.75,0.685023185,0.73919857
446,519.8229167,0.703499347,0.71678555
447,519.8958333,0.719186392,0.7047502
448,519.96875,0.730453703,0.72371066
449,520.0416667,0.754046042,0.7202068
450,520.1145833,0.78272571,0.74865204
451,520.1875,0.8003367670000001,0.7601557
452,520.2604167,0.8022681349999999,0.76378536
453,520.3333333,0.781396493,0.76129186
454,520.40625,0.73918962,0.7580409
455,520.4791667,0.689274353,0.68794113
456,520.5520833,0.6569650220000001,0.7020104
457,520.625,0.662153051,0.7106354
458,520.6979167,0.6930755679999999,0.7200183
459,520.7708333,0.7219253729999999,0.7232718
460,520.84375,0.7365018020000001,0.70093966
461,520.9166667,0.739012089,0.70318514
462,520.9895833,0.7425599209999998,0.70892626
463,521.0625,0.7586232629999999,0.7219192
464,521.1354167,0.780499787,0.7497761
465,521.2083333,0.7988677790000001,0.7678484
466,521.28125,0.803442059,0.7860855
467,521.3541667,0.7831602790000001,0.8061406
468,521.4270833,0.745034368,0.7414993
469,521.5,0.703318034,0.6841726
470,521.5729167,0.67016623,0.6864226
471,521.6458333,0.6534193079999999,0.6906608
472,521.71875,0.651649666,0.6939479
473,521.7916667,0.655941963,0.696698
474,521.8645833,0.660073142,0.69245744
475,521.9375,0.668641351,0.6965186
476,522.0104167,0.685006355,0.7022172
477,522.0833333,0.706347906,0.7095479
478,522.15625,0.724682308,0.72014236
479,522.2291667,0.7318913759999999,0.72947735
480,522.3020833,0.72359145,0.7760862
481,522.375,0.705367765,0.7794472
482,522.4479167,0.682916052,0.72151136
483,522.5208333,0.662801736,0.68861794
484,522.59375,0.659063126,0.69864804
485,522.6666667,0.670688489,0.7051667
486,522.7395833,0.686686035,0.72143817
487,522.8125,0.699782728,0.7152767
488,522.8854167,0.7128008920000001,0.70297885
489,522.9583333,0.728290787,0.7184396
490,523.03125,0.7513803859999999,0.7286056
491,523.1041667,0.7817212840000001,0.74639624
492,523.1770833,0.80098913,0.7802891
493,523.25,0.801621039,0.78948003
494,523.3229167,0.783383065,0.79609585
495,523.3958333,0.7478201949999999,0.77053976
496,523.46875,0.701695664,0.6894314
497,523.5416667,0.662502268,0.6867888
498,523.6145833,0.645104338,0.6911346
499,523.6875,0.644647359,0.68960553
500,523.7604167,0.646507367,0.6852755
501,523.8333333,0.644173562,0.67104805
502,523.90625,0.6363015470000001,0.6718267
503,523.9791667,0.626515964,0.6764137
504,524.0520833,0.622658862,0.6817532
505,524.125,0.625783175,0.6852784
506,524.1979167,0.6307721789999999,0.68794614
507,524.2708333,0.632075351,0.6895908
508,524.34375,0.6276471339999999,0.6880421
509,524.4166667,0.617308171,0.68411595
510,524.4895833,0.602744182,0.6718647
511,524.5625,0.5901893579999999,0.67372364
512,524.6354167,0.584918115,0.67570955
513,524.7083333,0.585803153,0.67723715
514,524.78125,0.58820657,0.6783045
515,524.8541667,0.5899473239999999,0.6786996
516,524.9270833,0.590597169,0.6803281
517,525.0,0.591683359,0.6812292
518,525.0729167,0.5955432970000001,0.68306804
519,525.1458333,0.601977655,0.6869174
520,525.21875,0.60759215,0.69265115
521,525.2916667,0.610719714,0.69521564
522,525.3645833,0.610050909,0.6992133
523,525.4375,0.603551551,0.6876039
524,525.5104167,0.592991226,0.68199897
525,525.5833333,0.588475803,0.68520325
526,525.65625,0.597473529,0.6879828
527,525.7291667,0.614470217,0.6931832
528,525.8020833,0.631014564,0.6913685
529,525.875,0.643075305,0.691719
530,525.9479167,0.655388448,0.69449353
531,526.0208333,0.678187469,0.6963332
532,526.09375,0.704236106,0.7026154
533,526.1666667,0.72346254,0.715411
534,526.2395833,0.7354189149999999,0.72264916
535,526.3125,0.737536456,0.74313504
536,526.3854167,0.725987477,0.76424384
537,526.4583333,0.70495459,0.70933855
538,526.53125,0.690935112,0.6994464
539,526.6041667,0.701148585,0.7050245
540,526.6770833,0.7307644440000001,0.7134222
541,526.75,0.756849405,0.7328209
542,526.8229167,0.7762130720000001,0.71686375
543,526.8958333,0.7944687890000001,0.712582
544,526.96875,0.816399348,0.7361508
545,527.0416667,0.862026273,0.76497066
546,527.1145833,0.93834702,0.80314463
547,527.1875,1.004194318,0.8614468
548,527.2604167,1.03338813,0.90707016
549,527.3333333,1.010423685,0.9432692
550,527.40625,0.94034984,0.9010398
551,527.4791667,0.847922924,0.7138997
552,527.5520833,0.7714427840000001,0.7090124
553,527.625,0.7340729490000001,0.71301997
554,527.6979167,0.7264506559999998,0.724346
555,527.7708333,0.7291317740000001,0.7250581
556,527.84375,0.733556643,0.6990893
557,527.9166667,0.732664467,0.696783
558,527.9895833,0.732242244,0.70259005
559,528.0625,0.740358811,0.70064163
560,528.1354167,0.75037797,0.7025749
561,528.2083333,0.7470483389999999,0.7024335
562,528.28125,0.7276534209999999,0.70937306
563,528.3541667,0.698887185,0.70655954
564,528.4270833,0.666492188,0.69055754
565,528.5,0.636916705,0.6774575
566,528.5729167,0.623154642,0.6824296
567,528.6458333,0.632533325,0.6888573
568,528.71875,0.6577266070000001,0.6932155
569,528.7916667,0.684211063,0.6943649
570,528.8645833,0.70268521,0.6906758
571,528.9375,0.7221508409999999,0.70869416
572,529.0104167,0.769100527,0.7129775
573,529.0833333,0.832443808,0.7180748
574,529.15625,0.869320676,0.7347568
575,529.2291667,0.8683464259999999,0.7705713
576,529.3020833,0.8459479379999999,0.7863313
577,529.375,0.807613467,0.7952833
578,529.4479167,0.755007968,0.7024311
579,529.5208333,0.705253465,0.6783858
580,529.59375,0.677969615,0.6897845
581,529.6666667,0.6794911159999999,0.70357084
582,529.7395833,0.694366745,0.71634084
